"transaction_id","session_id","date","user_id","product_id","quantity","revenue"
"KVXM61IipQdd","HeX9yoHFlt",2023-06-15,3049,"01-MB",1,30
"n8yHk3UVfNdo","zVZVnDpMD6",2023-06-15,1280,"01-LB",2,110
"skQASBZyojVr","bk3FCIGKrj",2023-06-15,4784,"01-MB",3,90
"2Oxz8MKMV9Sp","7TF1M9ZtRY",2023-06-15,3212,"01-SB",3,45
"P3aNQi0vnhFV","t4hJsdRPKa",2023-06-15,11820,"02-DBC",1,10
"jGZHy22R9s10","hceGIRrT7m",2023-06-15,14961,"02-DBC",5,50
"202vi4SIevZU","KU6QODIOsg",2023-06-15,18493,"02-CBC",3,22.5
"bWYCkiJRt3jL","VqsVDkc36Z",2023-06-15,11722,"02-CBC",4,30
"uATeWc5T4HBJ","A2dFgPm1WA",2023-06-15,5649,"02-CBC",4,30
"oK1zFfHryUMD","yPPHlEHcHO",2023-06-16,3696,"02-DBC",4,40
"U2O81mZ0ui2R","OnCUiyAkJ6",2023-06-16,11688,"01-MB",1,30
"RQwi08YW5DGJ","ez0wxAT2Ec",2023-06-16,14880,"02-CBC",5,37.5
"eobJgpGhgiAg","tpeDIatPrI",2023-06-17,15029,"01-MB",5,150
"dr6voZDJfzWI","XorUDfbGtW",2023-06-17,18505,"02-CBC",2,15
"0Y1ODU1Dy7bH","FdFFaC0K5n",2023-06-17,3268,"02-CBC",1,7.5
"n51oYbR1z9F3","FOt2hndGDP",2023-06-18,14428,"01-MB",2,60
"XeBtcbEuHM8h","uelMHzuv5K",2023-06-18,2490,"02-CBC",2,15
"av2eYlpsFCuF","j8Y1MSdlej",2023-06-18,10728,"02-DBC",1,10
"TDDO0ecbcBRM","ghx8Wgaz7F",2023-06-18,9371,"01-LB",1,55
"aIUrU7WjynTt","BMGAq7oaDI",2023-06-18,12584,"02-DBC",1,10
"P0jSQwgyCl2b","JzGVnF73SX",2023-06-19,7899,"01-LB",2,110
"dEbjBInt06Gq","5NMAKUKV88",2023-06-19,2912,"01-SB",2,30
"gqEiI1lBgzz2","Kxt7lLMKeb",2023-06-19,2609,"02-DBC",3,30
"Ahh1gPg24D75","KsVvqVAf7G",2023-06-19,13032,"01-MB",4,120
"Gx7DJVLm2hBR","q5sZS7QG92",2023-06-19,12758,"02-CBC",5,37.5
"dgTMo3U4XDH1","fhQ3PSqYC0",2023-06-20,8575,"02-DBC",1,10
"epiSry6oBJW7","WBnMrMX53G",2023-06-20,389,"01-SB",3,45
"pIDpmqUQ3l5T","z30QSC1zuQ",2023-06-20,5147,"01-MB",3,90
"vtEODwtQgZbU","aBMOmHtMxR",2023-06-20,6556,"02-DBC",3,30
"PRbzJATPvQLQ","7k7IsfYVbK",2023-06-20,9720,"02-DBC",3,30
"ThtImEH40P2O","OpKtrDyS1E",2023-06-20,3515,"01-SB",5,75
"TVGQ7jkQw6Tx","1MgDGHCRG2",2023-06-21,18896,"02-CBC",5,37.5
"QhPIIoQgslNN","vEl1LlXljZ",2023-06-21,3155,"02-CBC",4,30
"fhBHk9pJuKfs","A622TdzNW2",2023-06-22,8637,"02-DBC",3,30
"kGmr799kfh0Z","PysCpXHxrw",2023-06-22,19930,"02-CBC",1,7.5
"gOx8Dzubm1DI","UE8y4ITHuq",2023-06-22,3777,"01-SB",2,30
"2mpSVWFpp4Cd","6xFx5tgLhC",2023-06-22,3175,"01-MB",3,90
"D8sZUWptxh2n","XSlSTktROw",2023-06-22,7088,"01-MB",2,60
"xXwCR8DIwEfS","rYjfy9H2JF",2023-06-22,5147,"01-LB",5,275
"1w95vQqFjBEe","5sz0KwkpAp",2023-06-22,11530,"02-DBC",2,20
"0FLdK92MLbfy","g8jQy3g7Gi",2023-06-22,1550,"01-MB",1,30
"6OH3LBSlOL5g","qbXHplrfLo",2023-06-22,12439,"01-LB",1,55
"GwTgfzLimPsz","WNDL53e5Af",2023-06-23,690,"02-CBC",1,7.5
"uCsJSdKTyDfq","RQzId7lAoK",2023-06-23,11521,"02-DBC",5,50
"1kgkCXlgDoE8","0o2QC8atJM",2023-06-23,18605,"02-CBC",1,7.5
"Jpu1Yqdrp36E","y74yswOanp",2023-06-23,1934,"01-SB",4,60
"YArpUzLL6U98","1ETVvsAqaO",2023-06-23,11920,"01-SB",1,15
"6pU7gbg9G2yc","es5kWu3mBQ",2023-06-23,670,"01-SB",4,60
"qSDEUU52XZk5","auQHkTI6Ad",2023-06-23,2883,"02-DBC",1,10
"KX9huIx4oZQG","DP29ZxS3Fy",2023-06-23,4160,"01-SB",4,60
"jI62ReKzfV77","D7uTcW1Grq",2023-06-24,5906,"02-DBC",3,30
"uEkjanPsppuc","r4aOIigOfB",2023-06-24,16238,"02-DBC",1,10
"J8BFxiVCgwIg","K6i4L4eyHk",2023-06-24,11454,"01-LB",2,110
"8a7IzYqzARdk","zNc5E7ztLN",2023-06-24,17287,"01-SB",4,60
"ifwm2rDHhVD7","04pFiXZpnh",2023-06-24,5831,"02-CBC",2,15
"E0nlgZpyQ5Jc","vjtKIf3Eys",2023-06-24,15387,"01-SB",4,60
"vEiSzrYjoDsU","HV9NOZCQt6",2023-06-24,19357,"02-DBC",5,50
"LAXe46IU7CDS","ue91Gg5Uas",2023-06-24,5717,"01-MB",5,150
"pcMTL9OXhq7R","F3BOCOE7CG",2023-06-25,12639,"01-LB",5,275
"gSvtlz9nYivg","1T1y4f10iV",2023-06-25,634,"02-DBC",3,30
"gh4VRD9jD1Qk","eBehvN16zl",2023-06-25,14428,"01-SB",2,30
"NQmM62Bg1Cyb","4wD9WMF8be",2023-06-25,12082,"01-MB",4,120
"Mp4Hws2RWcfx","v9vENQ3fE5",2023-06-25,5916,"02-DBC",3,30
"mjVqHnXtx59D","OXKRjsefl5",2023-06-25,320,"02-DBC",3,30
"oDHmm4gxCmYU","8TdoLf5la1",2023-06-25,18200,"01-MB",4,120
"w8cDP8Tl5A1r","fhQxMSCkSQ",2023-06-26,11701,"01-SB",4,60
"nYqht0Y0NYGG","mfAd7YEgmz",2023-06-26,14105,"01-SB",1,15
"2srL6MMfvaPr","BbGKePOC3m",2023-06-26,3529,"01-LB",1,55
"QL0zjIChrz40","QtG5oi9Yb0",2023-06-26,19164,"01-MB",5,150
"9rDN0jsjc7ZW","LDTHh3mJnx",2023-06-26,19565,"01-MB",2,60
"NitFApZAx7rq","eFWwQHWPke",2023-06-26,6772,"02-DBC",2,20
"wYcW30KJ4MqX","kL7PVn9r9I",2023-06-26,10587,"01-MB",1,30
"vMDBcfoiLUD6","WyxksDqgut",2023-06-26,15564,"02-DBC",1,10
"wET6GNHjypmF","34XZwG0dfy",2023-06-27,19739,"01-SB",3,45
"9xBcQIR0bZ0A","0hFCNfbwqT",2023-06-27,16094,"01-MB",3,90
"xb7PjBt37BoS","EhWC2jHFXb",2023-06-27,189,"01-MB",2,60
"k8HJ4o7C76y7","cgBjdwferW",2023-06-27,11267,"02-CBC",2,15
"boiexXwTdL81","HMDhQnph2y",2023-06-27,6229,"01-LB",2,110
"3AQixsJCXprI","w3rVEUl9EM",2023-06-27,2130,"02-DBC",2,20
"L5J4Tf0nsQ5Z","9OfbdxgIFC",2023-06-27,19236,"02-CBC",4,30
"XfGQVhgFdkA2","VRkicHjj4d",2023-06-27,9350,"01-MB",2,60
"rppMq1IVLgFm","t07Od80awC",2023-06-27,2591,"01-SB",1,15
"rARpd4vxS3MQ","pg43Z37QSl",2023-06-27,15917,"01-LB",3,165
"s6Zt6DnU9MxR","H19aWjwpFd",2023-06-27,18021,"01-MB",1,30
"bi4zEadr0WYA","SPTItpOmnL",2023-06-27,10372,"01-SB",3,45
"ZOPd2bbpCKzS","IhwRVoTjTG",2023-06-27,2880,"01-LB",4,220
"BIXLM1meEDZR","6QHRLNWViq",2023-06-27,13381,"01-LB",1,55
"08bwsCeS8hiz","kwlNnNDstj",2023-06-28,1254,"02-CBC",5,37.5
"GqJehC4MzLB5","PwgbKbl5Np",2023-06-28,17624,"02-DBC",5,50
"QwBk7UFs1L71","K8UGylVbDk",2023-06-28,15547,"01-LB",1,55
"1DJtvMbSBqDb","qqPZZGyYQB",2023-06-28,8290,"02-DBC",5,50
"i7r6RNScXsPv","Kz3WaIOCu2",2023-06-28,18159,"01-SB",3,45
"b9Pt0dcWZAA4","S4aHoCv6qu",2023-06-28,5744,"01-MB",2,60
"JUwjvqmcnTym","uRQl8e6PAn",2023-06-28,1335,"02-CBC",5,37.5
"0oefnKXGjFzx","CZMkF5vFVN",2023-06-29,17152,"01-MB",4,120
"K8iUQJG3zqkv","e0TJyj4hGT",2023-06-29,9634,"01-SB",5,75
"RwTpgSePfdDK","Q7vepyF8ZO",2023-06-29,15985,"02-CBC",2,15
"0PhVXYs6U1UM","ze8BpqRGUN",2023-06-29,13094,"02-DBC",1,10
"t8ByQDVVCz7d","znDd9oZUnA",2023-06-29,9311,"02-CBC",5,37.5
"cjWv1jWATGT4","XOgvKwlN24",2023-06-29,1173,"02-DBC",1,10
"MYMg7cxWdi7f","q8Ll2hYDYS",2023-06-29,7760,"02-CBC",4,30
"LDzvbMxF4Qae","fVtEMKuXZI",2023-06-29,4,"02-CBC",4,30
"AIsNnLIf7RqO","wDjMBtIyEa",2023-06-29,10007,"01-LB",3,165
"BQxKrMmaKB91","jUIGwMd2AQ",2023-06-29,17187,"01-LB",5,275
"4svM3QY0MZf9","aR3UlFIMid",2023-06-30,19334,"01-LB",3,165
"mWumih9csuFt","w686mjl12T",2023-06-30,8961,"01-LB",1,55
"6RIbBiIaLsLn","ph4Ig8GqGV",2023-06-30,18275,"01-SB",1,15
"49B5RPbFX6GD","CItWyDXx5F",2023-06-30,14190,"01-SB",1,15
"kg52eGzz3aVU","oesDCcea0e",2023-06-30,290,"02-CBC",1,7.5
"Ps5W4C8zAndQ","vgHGXnX9gF",2023-06-30,17050,"01-SB",5,75
"eNdwXuqPAmiz","erbSdZu6uc",2023-06-30,778,"01-LB",4,220
"54iDR74Q8U6r","N26NoUYHwv",2023-07-01,11203,"02-CBC",3,22.5
"1SUEQFCdVX1f","wwBFdNqAxt",2023-07-01,13349,"01-MB",1,30
"gBtlJawtsVJr","6dNe7of6kE",2023-07-01,14250,"02-DBC",1,10
"DQM5miiTkdWi","3e1EAVsb3C",2023-07-01,6177,"01-LB",2,110
"NEL1LES5MDKf","oPoEafB9kW",2023-07-01,11412,"02-CBC",1,7.5
"hyZ4oltejt60","EtrV10AXbp",2023-07-01,3860,"01-MB",4,120
"zipZDfRGl9jO","KNrOH4l8IV",2023-07-01,96729767,"01-SB",4,60
"c5swff4F90Ju","bksqvxmxCw",2023-07-01,46859051,"01-MB",3,90
"SqpiaxXLmrQZ","IDz32fw7JI",2023-07-01,25319148,"02-DBC",2,20
"NDF8rgfLdHoK","Duc8bEdiWl",2023-07-01,64073069,"02-DBC",5,50
"MFSGoE0nBuKw","5u6jJu2LbI",2023-07-02,1958,"01-SB",1,15
"vggLsDsL6gy4","NUzlaObP5j",2023-07-02,15994,"02-CBC",4,30
"GsizQQ88fhrw","owr7vgGJHh",2023-07-02,8402,"01-LB",2,110
"OwpEj4tcy8WV","PQv6mJIT2c",2023-07-02,15541,"02-CBC",3,22.5
"ly1VrU4Xxi07","tX0lLxFuYQ",2023-07-02,15177,"01-MB",4,120
"BdeCudlStf1b","eECnvhWRms",2023-07-02,3343,"01-MB",1,30
"69AmuS0sefvW","8bKh1MjCKl",2023-07-02,2097,"02-CBC",1,7.5
"DjH84nENaHN6","MJer6AKCAb",2023-07-02,14155725,"01-MB",2,60
"VKEPmlDIgxlv","qKrfWKGBXu",2023-07-02,74393209,"01-LB",5,275
"NK8gQlxKCLgq","pkq5OUgELv",2023-07-02,93959903,"02-CBC",1,7.5
"frCvaDrj778R","rpCg4KeMsk",2023-07-02,89782061,"02-CBC",1,7.5
"9YSIZCevYzjv","FtXAvy2eLF",2023-07-02,25012582,"02-CBC",3,22.5
"TkCsEWzysgsG","DQLTrUyNDF",2023-07-03,6406,"02-CBC",1,7.5
"ZWvOY8f2noWi","AaZE852Tpo",2023-07-03,19180,"01-MB",2,60
"FBTi8pHQnI2t","LQE2sVjYA3",2023-07-03,16633,"01-MB",4,120
"ZxLx5mcdCNFJ","EpEgZEjlvo",2023-07-03,4300,"01-LB",3,165
"BWbg6ea5dTWt","hlZtshxysx",2023-07-03,3641,"01-SB",2,30
"Qc2Nx39Ls7JK","n2TdrrDY1e",2023-07-03,7581,"01-SB",4,60
"5W2bwFt4RqY9","WMZYM8vBde",2023-07-03,11166,"02-DBC",1,10
"xQ1YDI2HdiQr","LyiQJDuyFQ",2023-07-03,6729,"01-MB",1,30
"USahGXhg8y56","ceRbyilAEJ",2023-07-03,52780525,"02-CBC",2,15
"tX5oGhObq983","KyUrKbZThn",2023-07-03,77939466,"01-MB",3,90
"nC9XdISAvjLD","UutLmlQrpB",2023-07-03,56083724,"01-LB",1,55
"fUlXCMGTQUQH","47VbkOs56B",2023-07-03,33525356,"02-CBC",1,7.5
"7zmkUvYNl0HC","bo198elEpR",2023-07-03,63774941,"01-MB",1,30
"yfL5vmXNXPcZ","p0PJK2kDV3",2023-07-04,19253,"02-DBC",3,30
"32UQ2uOculNs","8rZ9XPKh5R",2023-07-04,18421,"01-LB",1,55
"FLSz6PgpX8aq","rjFLXY3D4a",2023-07-04,6380,"02-CBC",4,30
"gNtEQB6u0QCZ","sMH2TJM9Hy",2023-07-04,17304,"02-CBC",2,15
"os2AgQXSDlq6","TP2OECO3IL",2023-07-04,12727,"02-DBC",4,40
"GGb7lCvskl5y","Yt4mwIhIJt",2023-07-04,9382,"02-CBC",4,30
"u4QHYyTSdlGd","chGzEyfLB1",2023-07-05,30,"01-LB",2,110
"MSYLKBXuKuZV","VNX5k5ZKfL",2023-07-05,6663,"02-CBC",3,22.5
"XGUtFxK6KjUp","kVDVRfKb94",2023-07-05,7930,"01-LB",2,110
"hyeBB9t4dsUH","xObXun1bcm",2023-07-05,12715,"01-MB",1,30
"sC8OvzTGnZQ5","JYucf1Nx0z",2023-07-05,17615,"01-MB",4,120
"siNe2shTcDxV","HU6lB4EBo3",2023-07-05,17648,"02-DBC",4,40
"X0VKJZH4NCEo","3ZzY13DSCL",2023-07-05,7404,"01-SB",5,75
"5DOZD3oqw5eT","HDIDCcELKO",2023-07-05,6126,"01-SB",5,75
"HJ8caw9syMBK","Axs8HQjgJu",2023-07-05,13404,"01-SB",4,60
"x8KlKFW8wQr8","9zfzmeMbgW",2023-07-05,13840,"02-CBC",4,30
"vgy29P1BYdRg","gJNulnJz8B",2023-07-05,5455,"01-MB",5,150
"Mx3ZAIczqGth","K8aRRGecBF",2023-07-05,45868122,"01-LB",3,165
"cQDjwS42KOIw","4wZhcr2aMi",2023-07-06,8851,"02-CBC",4,30
"JWvyk0pvoZKi","iYKH18tnuu",2023-07-06,16502,"02-DBC",1,10
"ieGLplZlMvAe","DkEl180Mqu",2023-07-06,7662,"02-DBC",4,40
"3kdYwA7dkd9b","hl5u0eIDf0",2023-07-06,10762084,"01-SB",1,15
"jJpCO76kw1ZQ","uo1dzNLWL4",2023-07-06,99334189,"02-CBC",2,15
"Pv7epQNwSfto","Xt3s9CEu9S",2023-07-06,50430782,"01-SB",1,15
"aNWuxFPWgGk6","rl9jSgUALR",2023-07-07,1081,"01-MB",1,30
"Z7LTSFIRUrlz","UIJRRYc4ZI",2023-07-07,5321,"01-SB",4,60
"DPqF0I5i3OV0","PW6KP1telz",2023-07-07,3311,"01-SB",4,60
"EIeFm3LrRTpM","Dos8dAJKIq",2023-07-07,8488,"02-CBC",2,15
"Q6gpTKK8Keaw","iYucFVI1vp",2023-07-08,9331,"01-MB",4,120
"CYUc0WBGeTYf","MfQ5jZyXeF",2023-07-08,11856,"02-DBC",1,10
"rvyEnLK0flCL","DmC8xSaBWP",2023-07-08,1883,"01-SB",3,45
"dz8jNaBNJy83","5cYgWWdfOs",2023-07-08,72453972,"02-CBC",4,30
"sAyyHV0v6LBl","3zjopbr8Iy",2023-07-08,73949887,"01-MB",2,60
"Gmi27LAANzWr","q8KWZLcc54",2023-07-08,94689220,"02-CBC",5,37.5
"oOCsxIQPOKhX","K1Ok5KGt29",2023-07-09,2091,"01-MB",1,30
"FF5fn7IfKC3E","guOqIEFeEI",2023-07-09,7689,"02-DBC",3,30
"s56BS9MoF7F9","CkMm1GyuOb",2023-07-09,2512,"01-SB",3,45
"8s0bM0p9fzTh","NOYtN8E1xT",2023-07-09,5523,"01-SB",2,30
"GlToN24CxfFC","aMv45jiKnq",2023-07-09,14258,"01-LB",5,275
"X8TaUrTCu3Ie","PfB2q4w9Yq",2023-07-09,2305,"01-MB",1,30
"9s4SAslRyt0h","Q8iGjRWMBb",2023-07-09,56421164,"01-LB",4,220
"oGxiZ4YHz4lQ","g3ZDhC4cBx",2023-07-09,34111926,"02-DBC",1,10
"EisipYJwabEj","NNuLygszJk",2023-07-09,12597180,"01-LB",5,275
"roLs1QdUElXc","mmpNY678OV",2023-07-09,27244355,"02-CBC",4,30
"0QIwIkzl5UPn","gaDBIWMWyN",2023-07-10,5310,"02-CBC",2,15
"QEhO763vty9I","DzszUj6OwK",2023-07-10,15243,"01-LB",5,275
"6tkcWiDxsaSf","uCdy65VtPg",2023-07-10,14586,"01-MB",5,150
"YfR1kci6D6v8","4H2vByc11m",2023-07-10,4184,"01-SB",5,75
"HWt2WK0wXkgt","QTTDYWV3oH",2023-07-10,9489,"01-LB",2,110
"VCvEV611GiCr","R7ddolkuLM",2023-07-10,16007,"02-CBC",2,15
"jW4s8zePEaCw","nCihw6PHa1",2023-07-10,47543977,"01-LB",5,275
"Yq7T0bQK35QE","bbEprRmF1X",2023-07-10,65629438,"02-DBC",2,20
"nFaPVehidfmP","claou3PSTD",2023-07-10,85364099,"01-MB",5,150
"IYqyudNfwTLN","NCoOHCeVAf",2023-07-11,6361,"01-SB",4,60
"5BpKTXSTV52f","VdIwNTVn1C",2023-07-11,2137,"02-CBC",5,37.5
"4NhoHKhPABt7","MTJg0ZpFTn",2023-07-11,10434,"01-SB",5,75
"bdEkUSgvLaJE","HKY3dH0ctT",2023-07-11,4880,"01-LB",1,55
"YxIXV6yBihS7","FH1av4pte4",2023-07-11,1941,"02-CBC",2,15
"Z0zYVeKfEswj","vg2BUf3p7F",2023-07-11,15328,"01-MB",4,120
"HfuvYJGKlC1P","lDqJDghbux",2023-07-11,11212,"01-LB",4,220
"sBcNepo3RSVx","DYUfZVo40u",2023-07-11,2910,"01-MB",2,60
"6vxBoDfzRnhc","pRESbi3vnz",2023-07-11,19165,"01-LB",5,275
"Td2wtOzkSq76","9ebVMWQ5HZ",2023-07-11,12252,"01-LB",2,110
"Fd8ZeV3Eu0Yu","RnKowcgqGE",2023-07-11,18222,"02-DBC",3,30
"NBJEgvXGQnzz","6mArO321Ve",2023-07-12,15143,"02-CBC",2,15
"KAbSa1ZyeYB2","EyJymm94p7",2023-07-12,10423,"01-LB",5,275
"pjppapM7CPOM","Sywlm8xykv",2023-07-12,4607,"02-DBC",5,50
"StJOMMAq6Hia","iODtyFlJzg",2023-07-13,15969,"02-CBC",4,30
"ZU7P9B07LbMA","qCWP2cTvtd",2023-07-13,10907,"01-LB",3,165
"PA9LIj6uND9q","FERHMCXj0P",2023-07-13,7910,"01-LB",4,220
"7ThFgooooQME","SXtxc11AE3",2023-07-13,15397,"02-DBC",5,50
"DshraMq2zJa5","hbRTFgxjvd",2023-07-13,1536,"02-DBC",5,50
"1heZYRWDXjcC","J9CmedJhtP",2023-07-13,3889,"02-CBC",1,7.5
"TdiEtG7XMMMB","JnvqSLXZtw",2023-07-14,6938,"02-DBC",4,40
"cROjMRZbBoLI","AjW7OpjjOV",2023-07-14,2393,"02-DBC",2,20
"cnKkd3s43ir8","EQLbdp9gXC",2023-07-14,7573,"01-MB",4,120
"TcDcb1CO6Mq3","QqGxfEUfno",2023-07-14,12374,"01-SB",5,75
"9tBKsvwDafGj","VhHgsYRoVt",2023-07-14,6585,"02-CBC",2,15
"D8SZyjSlpoNk","50sUFUTMCh",2023-07-14,10607,"01-SB",2,30
"tVj8ncXg5J8K","hZN8V0O07f",2023-07-14,6567,"01-LB",1,55
"jFV0r13aMvw5","RIWFe4qo8y",2023-07-15,7086,"02-CBC",5,37.5
"VrwXNdzJo33H","MaDFhO70to",2023-07-15,178,"02-DBC",2,20
"g5y7L6rgvMdb","DXU09PYJSc",2023-07-15,13638,"02-CBC",1,7.5
"wYq5uM9OESKQ","O8vS8Er9vK",2023-07-16,3714,"02-DBC",1,10
"7VhNZBKAli1h","gtqGjMbTKd",2023-07-16,17794,"02-DBC",4,40
"r47SHIQkIsOT","sZbzk2xx5G",2023-07-16,17739,"02-DBC",1,10
"lID2A2doelN8","BSybYI9A6a",2023-07-16,19848,"01-LB",4,220
"bQDeOrARkmNR","1QpbvWU9au",2023-07-16,9263,"01-MB",2,60
"ZwyQvym0xxSt","dVrmsatiqj",2023-07-16,16794,"01-SB",4,60
"f4TaQUKve2cB","a3gBFTYGZb",2023-07-17,14610,"02-CBC",4,30
"4M13Av70du9f","hSup8gZzcW",2023-07-17,15315,"02-DBC",4,40
"74nAbB4q83fN","iO45XHvVbh",2023-07-17,13982,"01-LB",4,220
"TQW1627jhGZx","r6qdoYn1tx",2023-07-17,2124,"01-SB",3,45
"djLNqMyFf5OH","Z8Ap0LQRJf",2023-07-17,3802,"02-CBC",3,22.5
"HjevVwvgl3qZ","b7W1BB25jz",2023-07-17,11854,"01-MB",1,30
"rHNKf6OtS0nu","wg430j2CWY",2023-07-18,15153,"01-SB",4,60
"3fLJqYZzunVd","ELJ1QQJryL",2023-07-18,9278,"02-CBC",4,30
"Awqq6AYpWBQM","BO8Rc60OX8",2023-07-19,8775,"01-LB",3,165
"YLjrUDpLDnKn","5CuyvjyBoa",2023-07-19,2447,"01-LB",4,220
"mLo2dfklQDj8","9bAZ2neNQW",2023-07-19,8306,"02-DBC",2,20
"foiPY5BtEMiU","cbFb0Hs96b",2023-07-19,5991,"01-LB",4,220
"eRoMTC9AODT1","JQpI8lcL9R",2023-07-19,17125,"02-CBC",3,22.5
"6YfnVsmxweRo","mOKK9q7PqR",2023-07-19,9262,"01-MB",3,90
"ni2MNZbyRAMH","HQU8xI9ywP",2023-07-20,6622,"01-SB",1,15
"9EOV5FUxiR0T","wvAqACMskj",2023-07-20,3418,"02-DBC",1,10
"MQFwsY7sKPgO","V5nOvw0nW7",2023-07-20,6900,"01-SB",5,75
"444Lfh9q5TgH","20ZPTzovbH",2023-07-20,5229,"01-SB",2,30
"dhAfDg8M8FJH","esi6oh0p6t",2023-07-20,10023,"02-DBC",4,40
"9zJp5Qt47y8S","FUZF6NSDRH",2023-07-20,15004,"01-MB",2,60
"IBqQumbg7sWn","Zx1sCmDE8K",2023-07-20,14646,"02-DBC",3,30
"cfog9eIIe0N4","XDT61eWhTP",2023-07-21,16340,"02-CBC",1,7.5
"20Bu1YPxP1rQ","8Cd8wiVM7C",2023-07-21,19846,"02-CBC",4,30
"OvHvmgBJKrvY","z3iMsFD3Rf",2023-07-21,80,"02-DBC",5,50
"YG2yVB8uEoCv","0G4ZlqMhvR",2023-07-21,11097,"01-LB",1,55
"vA3fa8Lspc4I","yly3tE5xrF",2023-07-21,1925,"01-MB",4,120
"qvwcTpdODZ8G","iYz9xvI9z2",2023-07-21,11927,"01-LB",5,275
"dtAJfeqwtKU6","plyFNJjdEL",2023-07-21,10345,"01-LB",5,275
"VyMBU8KzY4W2","SVT1V1Tw0C",2023-07-21,19172,"02-CBC",5,37.5
"88v3AJNIWRMd","KMr0nNy4TW",2023-07-22,16941,"01-MB",5,150
"xyGQrSJiZO23","rtEW2ve3it",2023-07-22,6518,"01-LB",5,275
"hVMYsOSu2YjI","0kGasXbHPr",2023-07-22,11745,"01-LB",3,165
"H2F4S9ir2eyO","2bul48YhIz",2023-07-22,7823,"01-MB",5,150
"ZeLtEasNw9Dt","g6txZyHEEc",2023-07-22,14556,"02-DBC",2,20
"lenLhjYpZfkP","DT5USeMwWy",2023-07-22,6233,"02-DBC",3,30
"a3l8M7qStAPl","kf2rhvnFi7",2023-07-22,2938,"01-SB",4,60
"1HLNa2XtWJMJ","Nt5F0b4cyq",2023-07-22,15724,"01-LB",2,110
"dwO1RbePQOO5","U9lBO4LHwX",2023-07-23,11356,"01-SB",3,45
"wDADEqFAPd6F","FzFv3XhUOT",2023-07-23,376,"01-MB",1,30
"LgdMUqqZE48S","i8nqIJpjPD",2023-07-23,6270,"01-LB",2,110
"ZZUQNnLxz76C","v4fScOuYpR",2023-07-23,15006,"01-SB",4,60
"JUEyfvVdxKhc","QAtwJFgSpA",2023-07-23,8945,"01-LB",4,220
"dI8UUI1jWwZI","VIoUiUcWPO",2023-07-23,16580,"01-LB",5,275
"3oxD5SH3qdNQ","P7Hz5wi9bG",2023-07-23,18273,"02-CBC",4,30
"mARD4sY9lv1l","ZwrhyqQCgt",2023-07-23,11527,"01-LB",5,275
"cqTyhuPisFlJ","W9yFFPwpMp",2023-07-24,17504,"01-LB",4,220
"xmeciwscOXVY","f2tru08yLr",2023-07-24,3047,"01-SB",4,60
"2fKxW0AAp0EB","5lswn3CIyD",2023-07-24,15092,"02-DBC",1,10
"60I4quAvAILk","pawJVG610i",2023-07-24,13335,"01-LB",1,55
"vYmwctbQOzYJ","I8LDxgPEgM",2023-07-24,2004,"01-MB",3,90
"SPXqmNqrb9EV","Yz3VMLkcVI",2023-07-25,7306,"02-DBC",5,50
"DUNfBUMBZYuV","a1d2QCooCt",2023-07-25,10649,"02-DBC",3,30
"0HO7Nwm4Rcjp","gFS46uDGou",2023-07-25,15028,"02-DBC",1,10
"zrq6xWnH5jKZ","7fb6llEwjO",2023-07-25,6447,"01-MB",1,30
"d3jIBeEQtnVs","KhlgrjtFxd",2023-07-25,14843,"02-DBC",3,30
"zfe1w5tQLhsM","7wPJY3VtIF",2023-07-25,19879,"02-CBC",5,37.5
"CwxZ0Ex5SbRc","bDmc30QIcT",2023-07-25,2688,"02-CBC",1,7.5
"vh79Wb3XTQD4","CvdIc6vHC2",2023-07-25,16298,"02-CBC",3,22.5
"QZTwYOXXS2rM","9FT58uFPH5",2023-07-26,18537,"02-DBC",1,10
"ylsaI0FbCKo4","FOm3bEY01b",2023-07-26,19191,"02-DBC",3,30
"hKPBs5leJVlE","I9Pg3v5JWB",2023-07-26,16560,"02-CBC",2,15
"cD3lTcn8A1L1","IlGRpK9qBv",2023-07-26,14268,"02-DBC",2,20
"qvVSv2qu7qVV","0vtjGTn6Rx",2023-07-26,12639,"01-LB",5,275
"d1FVgM5sLtj9","o5T3hFPhqD",2023-07-26,14734,"02-CBC",4,30
"g6D0YlSXqkj2","btuIJ2c1fV",2023-07-26,7131,"01-SB",4,60
"Settlp0xHMgO","5DaqMjzlK8",2023-07-26,9225,"02-CBC",3,22.5
"JS56jwxdbRVl","YnqSDP7puj",2023-07-26,10431,"01-MB",4,120
"FFTkFTdHCp4K","6WHXmRd4mw",2023-07-26,15981,"02-DBC",1,10
"55o3uz4aOf0s","FT4Yl9HDcj",2023-07-26,7917,"02-CBC",4,30
"9JRFRBtHzcyx","jbIGmvyG8X",2023-07-26,18358,"02-CBC",3,22.5
"PK29KqaKpx6e","YPdOBf7JTE",2023-07-27,113,"02-DBC",4,40
"Asdw6aPRZbfN","qpUO28jGz3",2023-07-27,5889,"01-LB",3,165
"9kElO79zR3Um","yXekbyGqAi",2023-07-27,14051,"02-DBC",3,30
"lUM2eEzng3z3","9kqfEnXquD",2023-07-27,12137,"02-CBC",2,15
"i90tfAs8Rn3x","fz9YpbsI7r",2023-07-27,6388,"02-DBC",4,40
"k2jOKzIfoBN2","kr9NCTekAT",2023-07-28,61,"02-CBC",3,22.5
